Task_ID,Model,Layer,Compute,Self CPU (us),CPU Total (us),CUDA Total (us),Self CPU Mem (bytes),Self CUDA Mem (bytes),Total Execution Time (us),Total Memory Used (bytes),FLOPs,Memory Accessed (bytes)
heavy_1,DemoResNet50,backbone_layer1_0_downsample_1,W0,1090.0,37380.0,0.0,0,0,37380.0,0,40140800.0,64225280.0
heavy_1,DemoResNet50,add,W0,566.0,41550.0,0.0,0,0,41550.0,0,0.0,96337920.0
heavy_1,DemoResNet50,backbone_layer1_1_conv1,W0,528.0,129296.0,0.0,0,0,129296.0,0,513802240.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_1_bn1,W0,620.0,10803.0,0.0,0,0,10803.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_1_relu,W0,3386.0,92189.0,0.0,0,0,92189.0,0,0.0,64225280.0
heavy_1,DemoResNet50,backbone_layer1_1_conv2,W0,696.0,114770.0,0.0,0,0,114770.0,0,1156055040.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_1_bn2,W0,708.0,14409.0,0.0,0,0,14409.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_1_conv3,W0,758.0,147842.0,0.0,0,0,147842.0,0,513802240.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_1_bn3,W0,709.0,56915.0,0.0,0,0,56915.0,0,40140800.0,64225280.0
heavy_1,DemoResNet50,add_1,W0,869.0,43134.0,0.0,0,0,43134.0,0,0.0,96337920.0
heavy_1,DemoResNet50,backbone_layer1_2_conv1,W0,548.0,163134.0,0.0,0,0,163134.0,0,513802240.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_2_bn1,W0,531.0,39032.0,0.0,0,0,39032.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_2_relu,W0,8391.0,48734.0,0.0,0,0,48734.0,0,0.0,64225280.0
heavy_1,DemoResNet50,backbone_layer1_2_conv2,W0,687.0,122319.0,0.0,0,0,122319.0,0,1156055040.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_2_bn2,W0,1076.0,14798.0,0.0,0,0,14798.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_2_conv3,W0,747.0,133411.0,0.0,0,0,133411.0,0,513802240.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_2_bn3,W0,716.0,39329.0,0.0,0,0,39329.0,0,40140800.0,64225280.0
heavy_1,DemoResNet50,add_2,W0,843.0,38892.0,0.0,0,0,38892.0,0,0.0,96337920.0
heavy_1,DemoResNet50,backbone_layer2_0_conv1,W0,697.0,170075.0,0.0,0,0,170075.0,0,1027604480.0,48168960.0
heavy_1,DemoResNet50,backbone_layer2_0_bn1,W0,802.0,36519.0,0.0,0,0,36519.0,0,20070400.0,32112640.0
heavy_1,DemoResNet50,backbone_layer2_0_relu,W0,4743.0,41971.0,0.0,0,0,41971.0,0,0.0,32112640.0
heavy_1,DemoResNet50,backbone_layer2_0_conv2,W0,695.0,161464.0,0.0,0,0,161464.0,0,1156055040.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_0_bn2,W0,799.0,6429.0,0.0,0,0,6429.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_0_conv3,W0,722.0,117257.0,0.0,0,0,117257.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_0_bn3,W0,835.0,22129.0,0.0,0,0,22129.0,0,20070400.0,32112640.0
heavy_1,DemoResNet50,backbone_layer2_0_downsample_0,W0,737.0,193843.0,0.0,0,0,193843.0,0,1027604480.0,48168960.0
heavy_1,DemoResNet50,backbone_layer2_0_downsample_1,W0,715.0,23991.0,0.0,0,0,23991.0,0,20070400.0,32112640.0
heavy_1,DemoResNet50,add_3,W0,637.0,22160.0,0.0,0,0,22160.0,0,0.0,48168960.0
heavy_1,DemoResNet50,backbone_layer2_1_conv1,W0,638.0,139154.0,0.0,0,0,139154.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_1_bn1,W0,598.0,15445.0,0.0,0,0,15445.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_1_relu,W0,4634.0,26033.0,0.0,0,0,26033.0,0,0.0,32112640.0
heavy_1,DemoResNet50,backbone_layer2_1_conv2,W0,635.0,110371.0,0.0,0,0,110371.0,0,1156055040.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_1_bn2,W0,719.0,7016.0,0.0,0,0,7016.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_1_conv3,W0,719.0,77291.0,0.0,0,0,77291.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_1_bn3,W0,557.0,18065.0,0.0,0,0,18065.0,0,20070400.0,32112640.0
heavy_1,DemoResNet50,add_4,W0,624.0,20819.0,0.0,0,0,20819.0,0,0.0,48168960.0
heavy_1,DemoResNet50,backbone_layer2_2_conv1,W0,558.0,71990.0,0.0,0,0,71990.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_2_bn1,W0,867.0,6051.0,0.0,0,0,6051.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_2_relu,W0,3678.0,26556.0,0.0,0,0,26556.0,0,0.0,32112640.0
heavy_1,DemoResNet50,backbone_layer2_2_conv2,W0,563.0,102816.0,0.0,0,0,102816.0,0,1156055040.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_2_bn2,W0,616.0,16356.0,0.0,0,0,16356.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_2_conv3,W0,630.0,64155.0,0.0,0,0,64155.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_2_bn3,W0,706.0,19386.0,0.0,0,0,19386.0,0,20070400.0,32112640.0
heavy_1,DemoResNet50,add_5,W0,363.0,20607.0,0.0,0,0,20607.0,0,0.0,48168960.0
heavy_1,DemoResNet50,backbone_layer2_3_conv1,W0,691.0,72616.0,0.0,0,0,72616.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_3_bn1,W0,690.0,11293.0,0.0,0,0,11293.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_3_relu,W0,4136.0,28487.0,0.0,0,0,28487.0,0,0.0,32112640.0
heavy_1,DemoResNet50,backbone_layer2_3_conv2,W0,641.0,104403.0,0.0,0,0,104403.0,0,1156055040.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_3_bn2,W0,684.0,5560.0,0.0,0,0,5560.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_3_conv3,W0,497.0,89901.0,0.0,0,0,89901.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_3_bn3,W0,1576.0,17447.0,0.0,0,0,17447.0,0,20070400.0,32112640.0
heavy_1,DemoResNet50,add_6,W0,745.0,18912.0,0.0,0,0,18912.0,0,0.0,48168960.0
heavy_1,DemoResNet50,backbone_layer3_0_conv1,W0,650.0,106055.0,0.0,0,0,106055.0,0,1027604480.0,24084480.0
heavy_1,DemoResNet50,backbone_layer3_0_bn1,W0,739.0,12513.0,0.0,0,0,12513.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer3_0_relu,W0,7685.0,41887.0,0.0,0,0,41887.0,0,0.0,16056320.0
heavy_1,DemoResNet50,backbone_layer3_0_conv2,W0,647.0,136331.0,0.0,0,0,136331.0,0,1156055040.0,10035200.0
heavy_1,DemoResNet50,backbone_layer3_0_bn2,W0,671.0,5460.0,0.0,0,0,5460.0,0,2508800.0,4014080.0
heavy_1,DemoResNet50,backbone_layer3_0_conv3,W0,575.0,82410.0,0.0,0,0,82410.0,0,513802240.0,10035200.0
heavy_1,DemoResNet50,backbone_layer3_0_bn3,W0,568.0,12803.0,0.0,0,0,12803.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer3_0_downsample_0,W0,828.0,247042.0,0.0,0,0,247042.0,0,1027604480.0,24084480.0
heavy_1,DemoResNet50,backbone_layer3_0_downsample_1,W0,860.0,21980.0,0.0,0,0,21980.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,add_7,W0,637.0,11523.0,0.0,0,0,11523.0,0,0.0,24084480.0
heavy_1,DemoResNet50,backbone_layer3_1_conv1,W0,699.0,70965.0,0.0,0,0,70965.0,0,513802240.0,10035200.0
heavy_1,DemoResNet50,backbone_layer3_1_bn1,W0,928.0,5309.0,0.0,0,0,5309.0,0,2508800.0,4014080.0
heavy_1,DemoResNet50,backbone_layer3_1_relu,W0,4022.0,20668.0,0.0,0,0,20668.0,0,0.0,16056320.0
heavy_1,DemoResNet50,backbone_layer3_1_conv2,W0,582.0,134938.0,0.0,0,0,134938.0,0,1156055040.0,4014080.0
heavy_1,DemoResNet50,backbone_layer3_1_bn2,W0,921.0,19780.0,0.0,0,0,19780.0,0,2508800.0,4014080.0
heavy_1,DemoResNet50,backbone_layer3_1_conv3,W0,649.0,102446.0,0.0,0,0,102446.0,0,513802240.0,10035200.0
heavy_1,DemoResNet50,backbone_layer3_1_bn3,W0,1003.0,12203.0,0.0,0,0,12203.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,add_8,W0,486.0,12684.0,0.0,0,0,12684.0,0,0.0,24084480.0
heavy_1,DemoResNet50,backbone_layer3_2_conv1,W0,698.0,67828.0,0.0,0,0,67828.0,0,513802240.0,10035200.0
heavy_1,DemoResNet50,backbone_layer3_2_bn1,W0,731.0,4067.0,0.0,0,0,4067.0,0,2508800.0,4014080.0
heavy_1,DemoResNet50,backbone_layer3_2_relu,W0,4899.0,31966.0,0.0,0,0,31966.0,0,0.0,16056320.0
heavy_1,DemoResNet50,backbone_layer3_2_conv2,W0,587.0,124904.0,0.0,0,0,124904.0,0,1156055040.0,4014080.0
heavy_1,DemoResNet50,backbone_layer3_2_bn2,W0,594.0,5179.0,0.0,0,0,5179.0,0,2508800.0,4014080.0
heavy_1,DemoResNet50,backbone_layer3_2_conv3,W0,727.0,54015.0,0.0,0,0,54015.0,0,513802240.0,10035200.0
heavy_1,DemoResNet50,backbone_layer3_2_bn3,W0,909.0,11434.0,0.0,0,0,11434.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,add_9,W0,556.0,9921.0,0.0,0,0,9921.0,0,0.0,24084480.0
heavy_1,DemoResNet50,backbone_layer3_3_conv1,W0,560.0,133073.0,0.0,0,0,133073.0,0,513802240.0,10035200.0
heavy_1,DemoResNet50,backbone_layer3_3_bn1,W0,649.0,4057.0,0.0,0,0,4057.0,0,2508800.0,4014080.0
heavy_1,DemoResNet50,backbone_layer3_3_relu,W0,3261.0,15510.0,0.0,0,0,15510.0,0,0.0,16056320.0
heavy_1,DemoResNet50,backbone_layer3_3_conv2,W0,546.0,105728.0,0.0,0,0,105728.0,0,1156055040.0,4014080.0
heavy_1,DemoResNet50,backbone_layer3_3_bn2,W0,579.0,5939.0,0.0,0,0,5939.0,0,2508800.0,4014080.0
heavy_1,DemoResNet50,backbone_layer3_3_conv3,W0,632.0,54577.0,0.0,0,0,54577.0,0,513802240.0,10035200.0
heavy_1,DemoResNet50,backbone_layer3_3_bn3,W0,638.0,10711.0,0.0,0,0,10711.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,add_10,W0,882.0,11301.0,0.0,0,0,11301.0,0,0.0,24084480.0
heavy_1,DemoResNet50,backbone_layer3_4_conv1,W0,635.0,65663.0,0.0,0,0,65663.0,0,513802240.0,10035200.0
heavy_1,DemoResNet50,backbone_layer3_4_bn1,W0,678.0,4013.0,0.0,0,0,4013.0,0,2508800.0,4014080.0
heavy_1,DemoResNet50,backbone_layer3_4_relu,W0,3797.0,15521.0,0.0,0,0,15521.0,0,0.0,16056320.0
heavy_1,DemoResNet50,backbone_layer3_4_conv2,W0,730.0,102960.0,0.0,0,0,102960.0,0,1156055040.0,4014080.0
heavy_1,DemoResNet50,backbone_layer3_4_bn2,W0,603.0,5863.0,0.0,0,0,5863.0,0,2508800.0,4014080.0
heavy_1,DemoResNet50,backbone_layer3_4_conv3,W0,542.0,52374.0,0.0,0,0,52374.0,0,513802240.0,10035200.0
heavy_1,DemoResNet50,backbone_layer3_4_bn3,W0,1011.0,10133.0,0.0,0,0,10133.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,add_11,W0,468.0,12638.0,0.0,0,0,12638.0,0,0.0,24084480.0
heavy_1,DemoResNet50,backbone_layer3_5_conv1,W0,912.0,72673.0,0.0,0,0,72673.0,0,513802240.0,10035200.0
heavy_1,DemoResNet50,backbone_layer3_5_bn1,W0,629.0,9148.0,0.0,0,0,9148.0,0,2508800.0,4014080.0
heavy_1,DemoResNet50,backbone_layer3_5_relu,W0,4446.0,16324.0,0.0,0,0,16324.0,0,0.0,16056320.0
heavy_1,DemoResNet50,backbone_layer3_5_conv2,W0,921.0,103994.0,0.0,0,0,103994.0,0,1156055040.0,4014080.0
heavy_1,DemoResNet50,backbone_layer3_5_bn2,W0,565.0,6193.0,0.0,0,0,6193.0,0,2508800.0,4014080.0
heavy_1,DemoResNet50,backbone_layer3_5_conv3,W0,483.0,53019.0,0.0,0,0,53019.0,0,513802240.0,10035200.0
heavy_1,DemoResNet50,backbone_layer3_5_bn3,W0,643.0,13167.0,0.0,0,0,13167.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,add_12,W0,657.0,12749.0,0.0,0,0,12749.0,0,0.0,24084480.0
heavy_1,DemoResNet50,backbone_layer4_0_conv1,W0,754.0,106162.0,0.0,0,0,106162.0,0,1027604480.0,12042240.0
heavy_1,DemoResNet50,backbone_layer4_0_bn1,W0,698.0,42357.0,0.0,0,0,42357.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer4_0_relu,W0,2836.0,24449.0,0.0,0,0,24449.0,0,0.0,8028160.0
heavy_1,DemoResNet50,backbone_layer4_0_conv2,W0,571.0,180953.0,0.0,0,0,180953.0,0,1156055040.0,5017600.0
heavy_1,DemoResNet50,backbone_layer4_0_bn2,W0,463.0,3622.0,0.0,0,0,3622.0,0,1254400.0,2007040.0
heavy_1,DemoResNet50,backbone_layer4_0_conv3,W0,1470.0,96564.0,0.0,0,0,96564.0,0,513802240.0,5017600.0
heavy_1,DemoResNet50,backbone_layer4_0_bn3,W0,613.0,7126.0,0.0,0,0,7126.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer4_0_downsample_0,W0,649.0,157975.0,0.0,0,0,157975.0,0,1027604480.0,12042240.0
heavy_1,DemoResNet50,backbone_layer4_0_downsample_1,W0,622.0,9830.0,0.0,0,0,9830.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,add_13,W0,383.0,10622.0,0.0,0,0,10622.0,0,0.0,12042240.0
heavy_1,DemoResNet50,backbone_layer4_1_conv1,W0,743.0,67714.0,0.0,0,0,67714.0,0,513802240.0,5017600.0
heavy_1,DemoResNet50,backbone_layer4_1_bn1,W0,795.0,8426.0,0.0,0,0,8426.0,0,1254400.0,2007040.0
heavy_1,DemoResNet50,backbone_layer4_1_relu,W0,2808.0,9964.0,0.0,0,0,9964.0,0,0.0,8028160.0
heavy_1,DemoResNet50,backbone_layer4_1_conv2,W0,922.0,115869.0,0.0,0,0,115869.0,0,1156055040.0,2007040.0
heavy_1,DemoResNet50,backbone_layer4_1_bn2,W0,646.0,3624.0,0.0,0,0,3624.0,0,1254400.0,2007040.0
heavy_1,DemoResNet50,backbone_layer4_1_conv3,W0,692.0,73117.0,0.0,0,0,73117.0,0,513802240.0,5017600.0
heavy_1,DemoResNet50,backbone_layer4_1_bn3,W0,532.0,41421.0,0.0,0,0,41421.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,add_14,W0,430.0,10103.0,0.0,0,0,10103.0,0,0.0,12042240.0
heavy_1,DemoResNet50,backbone_layer4_2_conv1,W0,623.0,91966.0,0.0,0,0,91966.0,0,513802240.0,5017600.0
heavy_1,DemoResNet50,backbone_layer4_2_bn1,W0,852.0,3135.0,0.0,0,0,3135.0,0,1254400.0,2007040.0
heavy_1,DemoResNet50,backbone_layer4_2_relu,W0,3683.0,10525.0,0.0,0,0,10525.0,0,0.0,8028160.0
heavy_1,DemoResNet50,backbone_layer4_2_conv2,W0,658.0,170473.0,0.0,0,0,170473.0,0,1156055040.0,2007040.0
heavy_1,DemoResNet50,backbone_layer4_2_bn2,W0,600.0,10746.0,0.0,0,0,10746.0,0,1254400.0,2007040.0
heavy_1,DemoResNet50,backbone_layer4_2_conv3,W0,606.0,55966.0,0.0,0,0,55966.0,0,513802240.0,5017600.0
heavy_1,DemoResNet50,backbone_layer4_2_bn3,W0,654.0,6695.0,0.0,0,0,6695.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,add_15,W0,317.0,5241.0,0.0,0,0,5241.0,0,0.0,12042240.0
heavy_1,DemoResNet50,backbone_avgpool,W0,681.0,14156.0,0.0,0,0,14156.0,0,1003520.0,4096000.0
heavy_1,DemoResNet50,flatten,W0,320.0,429.0,0.0,0,0,429.0,0,0.0,163840.0
heavy_1,DemoResNet50,backbone_fc,W0,670.0,1429.0,0.0,0,0,1429.0,0,204800.0,82320.0
heavy_1,DemoResNet50,forward_pass,W1,247382.0,11996711.0,0.0,-3354010400,0,11996711.0,-3354010400,41428270080.0,2972754320.0
heavy_1,DemoResNet50,ProfilerStep*,W1,109880.0,6053298.0,0.0,-3354010400,0,6053298.0,-3354010400,0.0,0.0
heavy_1,DemoResNet50,backbone_conv1,W1,1076.0,107370.0,0.0,0,0,107370.0,0,1180139520.0,38133760.0
heavy_1,DemoResNet50,backbone_bn1,W1,1167.0,34573.0,0.0,0,0,34573.0,0,40140800.0,64225280.0
heavy_1,DemoResNet50,backbone_relu,W1,667.0,29697.0,0.0,0,0,29697.0,0,0.0,64225280.0
heavy_1,DemoResNet50,backbone_maxpool,W1,990.0,460615.0,0.0,0,0,460615.0,0,0.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_0_conv1,W1,1075.0,37388.0,0.0,0,0,37388.0,0,128450560.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_0_bn1,W1,585.0,9944.0,0.0,0,0,9944.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_0_relu,W1,3932.0,71032.0,0.0,0,0,71032.0,0,0.0,64225280.0
heavy_1,DemoResNet50,backbone_layer1_0_conv2,W1,395.0,129488.0,0.0,0,0,129488.0,0,1156055040.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_0_bn2,W1,441.0,33050.0,0.0,0,0,33050.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_0_conv3,W1,533.0,90408.0,0.0,0,0,90408.0,0,513802240.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_0_bn3,W1,683.0,54985.0,0.0,0,0,54985.0,0,40140800.0,64225280.0
heavy_1,DemoResNet50,backbone_layer1_0_downsample_0,W1,588.0,114101.0,0.0,0,0,114101.0,0,513802240.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_0_downsample_1,W1,531.0,58533.0,0.0,0,0,58533.0,0,40140800.0,64225280.0
heavy_1,DemoResNet50,add,W1,434.0,50088.0,0.0,0,0,50088.0,0,0.0,96337920.0
heavy_1,DemoResNet50,backbone_layer1_1_conv1,W1,822.0,84291.0,0.0,0,0,84291.0,0,513802240.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_1_bn1,W1,640.0,9809.0,0.0,0,0,9809.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_1_relu,W1,4959.0,48393.0,0.0,0,0,48393.0,0,0.0,64225280.0
heavy_1,DemoResNet50,backbone_layer1_1_conv2,W1,450.0,129994.0,0.0,0,0,129994.0,0,1156055040.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_1_bn2,W1,1109.0,9980.0,0.0,0,0,9980.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_1_conv3,W1,667.0,99541.0,0.0,0,0,99541.0,0,513802240.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_1_bn3,W1,843.0,41529.0,0.0,0,0,41529.0,0,40140800.0,64225280.0
heavy_1,DemoResNet50,add_1,W1,666.0,42368.0,0.0,0,0,42368.0,0,0.0,96337920.0
heavy_1,DemoResNet50,backbone_layer1_2_conv1,W1,964.0,83798.0,0.0,0,0,83798.0,0,513802240.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_2_bn1,W1,1242.0,13871.0,0.0,0,0,13871.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_2_relu,W1,3809.0,53657.0,0.0,0,0,53657.0,0,0.0,64225280.0
heavy_1,DemoResNet50,backbone_layer1_2_conv2,W1,742.0,98013.0,0.0,0,0,98013.0,0,1156055040.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_2_bn2,W1,597.0,16765.0,0.0,0,0,16765.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_2_conv3,W1,553.0,79861.0,0.0,0,0,79861.0,0,513802240.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_2_bn3,W1,1113.0,33642.0,0.0,0,0,33642.0,0,40140800.0,64225280.0
heavy_1,DemoResNet50,add_2,W1,596.0,45145.0,0.0,0,0,45145.0,0,0.0,96337920.0
heavy_1,DemoResNet50,backbone_layer2_0_conv1,W1,572.0,123180.0,0.0,0,0,123180.0,0,1027604480.0,48168960.0
heavy_1,DemoResNet50,backbone_layer2_0_bn1,W1,2136.0,23317.0,0.0,0,0,23317.0,0,20070400.0,32112640.0
heavy_1,DemoResNet50,backbone_layer2_0_relu,W1,3457.0,38882.0,0.0,0,0,38882.0,0,0.0,32112640.0
heavy_1,DemoResNet50,backbone_layer2_0_conv2,W1,528.0,124703.0,0.0,0,0,124703.0,0,1156055040.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_0_bn2,W1,3228.0,7940.0,0.0,0,0,7940.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_0_conv3,W1,824.0,56089.0,0.0,0,0,56089.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_0_bn3,W1,649.0,18647.0,0.0,0,0,18647.0,0,20070400.0,32112640.0
heavy_1,DemoResNet50,backbone_layer2_0_downsample_0,W1,720.0,148197.0,0.0,0,0,148197.0,0,1027604480.0,48168960.0
heavy_1,DemoResNet50,backbone_layer2_0_downsample_1,W1,853.0,19097.0,0.0,0,0,19097.0,0,20070400.0,32112640.0
heavy_1,DemoResNet50,add_3,W1,507.0,31959.0,0.0,0,0,31959.0,0,0.0,48168960.0
heavy_1,DemoResNet50,backbone_layer2_1_conv1,W1,2245.0,84459.0,0.0,0,0,84459.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_1_bn1,W1,711.0,85980.0,0.0,0,0,85980.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_1_relu,W1,6686.0,34395.0,0.0,0,0,34395.0,0,0.0,32112640.0
heavy_1,DemoResNet50,backbone_layer2_1_conv2,W1,579.0,108050.0,0.0,0,0,108050.0,0,1156055040.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_1_bn2,W1,538.0,6380.0,0.0,0,0,6380.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_1_conv3,W1,2129.0,60083.0,0.0,0,0,60083.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_1_bn3,W1,564.0,16187.0,0.0,0,0,16187.0,0,20070400.0,32112640.0
heavy_1,DemoResNet50,add_4,W1,761.0,19560.0,0.0,0,0,19560.0,0,0.0,48168960.0
heavy_1,DemoResNet50,backbone_layer2_2_conv1,W1,679.0,65268.0,0.0,0,0,65268.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_2_bn1,W1,1521.0,10300.0,0.0,0,0,10300.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_2_relu,W1,5368.0,28043.0,0.0,0,0,28043.0,0,0.0,32112640.0
heavy_1,DemoResNet50,backbone_layer2_2_conv2,W1,614.0,95461.0,0.0,0,0,95461.0,0,1156055040.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_2_bn2,W1,1897.0,6829.0,0.0,0,0,6829.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_2_conv3,W1,645.0,61447.0,0.0,0,0,61447.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_2_bn3,W1,1020.0,19631.0,0.0,0,0,19631.0,0,20070400.0,32112640.0
heavy_1,DemoResNet50,add_5,W1,661.0,20395.0,0.0,0,0,20395.0,0,0.0,48168960.0
heavy_1,DemoResNet50,backbone_layer2_3_conv1,W1,578.0,132423.0,0.0,0,0,132423.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_3_bn1,W1,626.0,52039.0,0.0,0,0,52039.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_3_relu,W1,3586.0,71172.0,0.0,0,0,71172.0,0,0.0,32112640.0
heavy_1,DemoResNet50,backbone_layer2_3_conv2,W1,584.0,229984.0,0.0,0,0,229984.0,0,1156055040.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_3_bn2,W1,615.0,9273.0,0.0,0,0,9273.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_3_conv3,W1,731.0,88608.0,0.0,0,0,88608.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_3_bn3,W1,965.0,16836.0,0.0,0,0,16836.0,0,20070400.0,32112640.0
